timestamp,flow_rate,pressure,temperature,gas,label
2026-05-14 15:40:40,0,2.5,0,0,normal
2026-05-14 15:40:48,0,2.5,0,0,normal
2026-05-14 15:40:51,0,2.5,0,0,normal
2026-05-14 15:40:55,0,2.5,0,0,normal
2026-05-14 15:41:02,0,2.5,0,0,normal
2026-05-14 15:41:03,0,2.5,0,0,normal
2026-05-14 15:41:03,0,2.5,0,0,normal
2026-05-14 15:41:09,0,2.5,0,0,normal
2026-05-14 15:41:10,0,2.5,0,0,normal
2026-05-14 15:41:10,0,2.5,0,0,normal
2026-05-14 15:41:15,0,2.5,0,0,normal
2026-05-14 15:41:19,0,2.5,0,0,normal
2026-05-14 15:41:19,0,2.5,0,0,normal
2026-05-14 15:41:21,0,2.5,0,0,normal
2026-05-14 15:41:27,0,2.5,0,0,normal
2026-05-14 15:41:27,0,2.5,0,0,normal
2026-05-14 15:41:28,0,2.5,0,0,normal
2026-05-14 15:41:33,0,2.5,0,0,normal
2026-05-14 15:41:34,0,2.5,0,0,normal
2026-05-14 15:41:37,0,2.5,0,0,normal
2026-05-14 15:41:39,0,2.5,0,0,normal
2026-05-14 15:41:41,0,2.5,0,0,normal
2026-05-14 15:41:46,0,2.5,0,0,normal
2026-05-14 15:41:46,0,2.5,0,0,normal
2026-05-14 15:41:48,0,2.5,0,0,normal
2026-05-14 15:41:55,0,2.5,0,0,normal
2026-05-14 15:41:56,0,2.5,0,0,normal
2026-05-14 15:41:56,0,2.5,0,0,normal
2026-05-14 15:42:01,0,2.5,0,0,normal
2026-05-14 15:42:04,0,2.5,0,0,normal
2026-05-14 15:42:06,0,2.5,0,0,normal
2026-05-14 15:42:07,0,2.5,0,0,normal
2026-05-14 15:42:11,0,2.5,0,0,normal
2026-05-14 15:42:14,0,2.5,0,0,normal
2026-05-14 15:42:16,0,2.5,0,0,normal
2026-05-14 15:42:22,0,2.5,0,0,normal
2026-05-14 15:42:22,0,2.5,0,0,normal
2026-05-14 15:42:25,0,2.5,0,0,normal
2026-05-14 15:42:28,0,2.5,0,0,normal
2026-05-14 15:42:29,0,2.5,0,0,normal
2026-05-14 15:42:33,0,2.5,0,0,normal
2026-05-14 15:42:34,0,2.5,0,0,normal
2026-05-14 15:42:36,0,2.5,0,0,normal
2026-05-14 15:42:41,0,2.5,0,0,normal
2026-05-14 15:42:42,0,2.5,0,0,normal
2026-05-14 15:42:43,0,2.5,0,0,normal
2026-05-14 15:42:44,0,2.5,0,0,normal
2026-05-14 15:42:47,0,2.5,0,0,normal
2026-05-14 15:42:50,0,2.5,0,0,normal
2026-05-14 15:42:51,0,2.5,0,0,normal
2026-05-14 15:42:51,0,2.5,0,0,normal
2026-05-14 15:42:53,0,2.5,0,0,normal
2026-05-14 15:42:57,0,2.5,0,0,normal
2026-05-14 15:42:57,0,2.5,0,0,normal
2026-05-14 15:42:59,0,2.5,0,0,normal
2026-05-14 15:42:59,0,2.5,0,0,normal
2026-05-14 15:43:03,0,2.5,0,0,normal
2026-05-14 15:43:05,0,2.5,0,0,normal
2026-05-14 15:43:06,0,2.5,0,0,normal
2026-05-14 15:43:08,0,2.5,0,0,normal
2026-05-14 15:43:09,0,2.5,0,0,normal
2026-05-14 15:43:15,0,2.5,0,0,normal
2026-05-14 15:43:17,0,2.5,0,0,normal
2026-05-14 15:43:17,0,2.5,0,0,normal
2026-05-14 15:43:19,0,2.5,0,0,normal
2026-05-14 15:43:23,0,2.5,0,0,normal
2026-05-14 15:43:24,0,2.5,0,0,normal
2026-05-14 15:43:26,0,2.5,0,0,normal
2026-05-14 15:43:30,0,2.5,0,0,normal
2026-05-14 15:43:31,0,2.5,0,0,normal
2026-05-14 15:43:31,0,2.5,0,0,normal
2026-05-14 15:43:33,0,2.5,0,0,normal
2026-05-14 15:43:37,0,2.5,0,0,normal
2026-05-14 15:43:37,0,2.5,0,0,normal
2026-05-14 15:43:38,0,2.5,0,0,normal
2026-05-14 15:43:44,0,2.5,0,0,normal
2026-05-14 15:43:45,0,2.5,0,0,normal
2026-05-14 15:43:46,0,2.5,0,0,normal
2026-05-14 15:43:47,0,2.5,0,0,normal
2026-05-14 15:43:51,0,2.5,0,0,normal
2026-05-14 15:43:52,0,2.5,0,0,normal
2026-05-14 15:43:52,0,2.5,0,0,normal
2026-05-14 15:43:56,0,2.5,0,0,normal
2026-05-14 15:43:57,0,2.5,0,0,normal
2026-05-14 15:43:58,0,2.5,0,0,normal
2026-05-14 15:43:59,0,2.5,0,0,normal
2026-05-14 15:44:03,0,2.5,0,0,normal
2026-05-14 15:44:05,0,2.5,0,0,normal
2026-05-14 15:44:05,0,2.5,0,0,normal
2026-05-14 15:44:08,0,2.5,0,0,normal
2026-05-14 15:44:09,0,2.5,0,0,normal
2026-05-14 15:44:11,0,2.5,0,0,normal
2026-05-14 15:44:14,0,2.5,0,0,normal
2026-05-14 15:44:18,0,2.5,0,0,normal
2026-05-14 15:44:18,0,2.5,0,0,normal
2026-05-14 15:44:18,0,2.5,0,0,normal
2026-05-14 15:44:23,0,2.5,0,0,normal
2026-05-14 15:44:24,0,2.5,0,0,normal
2026-05-14 15:44:24,0,2.5,0,0,normal
2026-05-14 15:44:29,0,2.5,0,0,normal
2026-05-14 15:44:30,0,2.5,0,0,normal
2026-05-14 15:44:31,0,2.5,0,0,normal
2026-05-14 15:44:32,0,2.5,0,0,normal
2026-05-14 15:44:35,0,2.5,0,0,normal
2026-05-14 15:44:36,0,2.5,0,0,normal
2026-05-14 15:44:37,0,2.5,0,0,normal
2026-05-14 15:44:41,0,2.5,0,0,normal
2026-05-14 15:44:45,0,2.5,0,0,normal
2026-05-14 15:44:45,0,2.5,0,0,normal
2026-05-14 15:44:46,0,2.5,0,0,normal
2026-05-14 15:44:52,0,2.5,0,0,normal
2026-05-14 15:44:52,0,2.5,0,0,normal
2026-05-14 15:44:53,0,2.5,0,0,normal
2026-05-14 15:44:54,0,2.5,0,0,normal
2026-05-14 15:44:58,0,2.5,0,0,normal
2026-05-14 15:44:58,0,2.5,0,0,normal
2026-05-14 15:45:05,0,2.5,0,0,normal
2026-05-14 15:45:06,0,2.5,0,0,normal
2026-05-14 15:45:06,0,2.5,0,0,normal
2026-05-14 15:45:06,0,2.5,0,0,normal
2026-05-14 15:45:12,0,2.5,0,0,normal
2026-05-14 15:45:12,0,2.5,0,0,normal
2026-05-14 15:45:13,0,2.5,0,0,normal
2026-05-14 15:45:15,0,2.5,0,0,normal
2026-05-14 15:45:17,0,2.5,0,0,normal
2026-05-14 15:45:17,0,2.5,0,0,normal
2026-05-14 15:45:20,0,2.5,0,0,normal
2026-05-14 15:45:23,0,2.5,0,0,normal
2026-05-14 15:45:23,0,2.5,0,0,normal
2026-05-14 15:45:25,0,2.5,0,0,normal
2026-05-14 15:45:27,0,2.5,0,0,normal
2026-05-14 15:45:29,0,2.5,0,0,normal
2026-05-14 15:45:29,0,2.5,0,0,normal
2026-05-14 15:45:33,0,2.5,0,0,normal
2026-05-14 15:45:34,0,2.5,0,0,normal
