Timestamp,Latitude,Longitude,Flow_Sensor_1_Lmin,Flow_Sensor_2_Lmin,Flow_Rate,Temperature_C,Pressure_bar,Gas_Sensor_MQ6_ppm,Leak_Status
2026-04-08 14:57:26,28.614105,77.209205,504.37,504.87,504.62,25.13,9.92,4.07,0
2026-04-08 14:57:27,28.61411,77.20921,499.81,498.49,499.15,24.6,10.07,5.53,0
2026-04-08 14:57:28,28.614115,77.209215,490.39,509.28,499.84,24.7,10.04,5.6,0
2026-04-08 14:57:29,28.61412,77.20922,493.91,504.86,499.39,25.41,10.03,4.07,0
2026-04-08 14:57:30,28.614125,77.209225,508.28,508.36,508.32,24.93,9.96,5.15,0
2026-04-08 14:57:31,28.61413,77.20923,497.36,507.97,502.67,25.47,10.08,5.25,0
2026-04-08 14:57:32,28.614135,77.209235,491.34,506.55,498.95,24.55,10.02,5.28,0
2026-04-08 14:57:33,28.61414,77.20924,496.8,498.17,497.49,25.4,9.98,4.17,0
2026-04-08 14:57:34,28.614145,77.209245,509.27,492.41,500.84,25.01,10.02,5.93,0
2026-04-08 14:57:35,28.61415,77.20925,495.87,503.52,499.69,24.9,10.06,4.61,0
2026-04-08 14:57:36,28.614155,77.209255,502.21,504.52,503.37,24.59,10.1,5.14,0
2026-04-08 14:57:37,28.61416,77.20926,500.5,491.08,495.79,25.45,9.94,4.55,0
2026-04-08 14:57:38,28.614165,77.209265,501.59,492.86,497.22,25.16,9.99,5.39,0
2026-04-08 14:57:39,28.61417,77.20927,499.15,503.68,501.41,24.62,10.07,4.0,0
2026-04-08 14:57:40,28.614175,77.209275,494.84,501.7,498.27,25.04,10.03,5.43,0
2026-04-08 14:57:41,28.61418,77.20928,493.49,502.96,498.23,24.83,10.06,5.43,0
2026-04-08 14:57:42,28.614185,77.209285,506.75,503.14,504.95,24.88,10.09,4.19,0
2026-04-08 14:57:43,28.61419,77.20929,494.08,508.19,501.13,25.37,10.01,4.41,0
2026-04-08 14:57:44,28.614195,77.209295,497.34,507.33,502.34,24.86,9.93,5.23,0
2026-04-08 14:57:45,28.6142,77.2093,504.89,496.93,500.91,25.17,9.93,5.34,0
2026-04-08 14:57:46,28.614205,77.209305,500.14,509.11,504.62,24.59,9.95,4.32,0
2026-04-08 14:57:47,28.61421,77.20931,503.88,504.94,504.41,24.87,10.03,4.16,0
2026-04-08 14:57:48,28.614215,77.209315,500.17,501.69,500.93,25.29,9.93,4.09,0
2026-04-08 14:57:49,28.61422,77.20932,500.95,501.63,501.29,24.9,9.94,4.71,0
2026-04-08 14:57:50,28.614225,77.209325,503.42,497.37,500.39,24.92,10.01,4.16,0
2026-04-08 14:57:51,28.61423,77.20933,497.34,502.78,500.06,25.44,10.01,4.92,0
2026-04-08 14:57:52,28.614235,77.209335,502.73,500.04,501.39,24.71,9.91,4.12,0
2026-04-08 14:57:53,28.61424,77.20934,502.71,500.04,501.37,25.28,10.09,4.63,0
2026-04-08 14:57:54,28.614245,77.209345,496.19,506.75,501.47,24.67,10.06,5.78,0
2026-04-08 14:57:55,28.61425,77.20935,502.79,497.47,500.13,24.74,9.97,5.81,0
2026-04-08 14:57:56,28.614255,77.209355,502.78,506.79,504.78,25.34,9.91,5.16,0
2026-04-08 14:57:57,28.61426,77.20936,498.56,503.57,501.07,24.78,10.09,4.97,0
2026-04-08 14:57:58,28.614265,77.209365,501.78,508.95,505.37,24.92,10.04,5.98,0
2026-04-08 14:57:59,28.61427,77.20937,503.83,497.08,500.46,24.95,9.93,5.67,0
2026-04-08 14:58:00,28.614275,77.209375,508.8,495.79,502.3,24.95,10.03,4.92,0
2026-04-08 14:58:01,28.61428,77.20938,497.05,496.06,496.55,24.67,10.03,4.58,0
2026-04-08 14:58:02,28.614285,77.209385,490.87,491.56,491.21,24.99,9.97,5.3,0
2026-04-08 14:58:03,28.61429,77.20939,500.63,508.11,504.37,24.89,9.91,4.53,0
2026-04-08 14:58:04,28.614295,77.209395,495.29,506.97,501.13,24.54,10.02,4.21,0
2026-04-08 14:58:05,28.6143,77.2094,499.59,508.87,504.23,25.38,10.0,5.82,0
2026-04-08 14:58:06,28.614305,77.209405,493.15,490.71,491.93,25.43,10.07,4.56,0
2026-04-08 14:58:07,28.61431,77.20941,500.26,490.36,495.31,25.07,9.91,5.6,0
2026-04-08 14:58:08,28.614315,77.209415,497.53,503.95,500.74,24.72,10.02,4.12,0
2026-04-08 14:58:09,28.61432,77.20942,501.02,492.46,496.74,25.37,10.03,5.57,0
2026-04-08 14:58:10,28.614325,77.209425,491.58,493.61,492.59,24.67,9.92,5.47,0
2026-04-08 14:58:11,28.61433,77.20943,495.44,507.87,501.66,24.74,10.1,5.39,0
2026-04-08 14:58:12,28.614335,77.209435,497.44,503.71,500.58,24.61,9.93,4.88,0
2026-04-08 14:58:13,28.61434,77.20944,507.78,497.15,502.46,25.4,9.96,4.45,0
2026-04-08 14:58:14,28.614345,77.209445,503.12,509.22,506.17,24.67,10.09,4.82,0
2026-04-08 14:58:15,28.61435,77.20945,506.61,502.11,504.36,25.13,10.09,5.49,0
2026-04-08 14:58:16,28.614355,77.209455,508.66,507.66,508.16,25.48,10.1,5.98,0
2026-04-08 14:58:17,28.61436,77.20946,502.46,507.34,504.9,24.74,10.02,5.71,0
2026-04-08 14:58:18,28.614365,77.209465,492.33,501.96,497.14,24.61,9.92,5.99,0
2026-04-08 14:58:19,28.61437,77.20947,494.4,502.18,498.29,24.95,9.94,5.53,0
2026-04-08 14:58:20,28.614375,77.209475,497.67,503.31,500.49,24.89,10.07,4.74,0
2026-04-08 14:58:21,28.61438,77.20948,494.78,505.64,500.21,24.69,10.02,4.24,0
2026-04-08 14:58:22,28.614385,77.209485,503.78,498.03,500.9,24.51,10.02,5.64,0
2026-04-08 14:58:23,28.61439,77.20949,498.01,493.86,495.93,24.93,10.06,5.48,0
2026-04-08 14:58:24,28.614395,77.209495,505.78,502.77,504.27,25.07,10.02,5.12,0
2026-04-08 14:58:25,28.6144,77.2095,491.37,495.13,493.25,24.53,9.95,5.9,0
2026-04-08 14:58:26,28.614405,77.209505,496.08,501.61,498.84,24.81,9.94,4.06,0
2026-04-08 14:58:27,28.61441,77.20951,491.18,496.6,493.89,25.27,9.97,5.3,0
2026-04-08 14:58:28,28.614415,77.209515,500.28,505.72,503.0,25.32,10.01,5.72,0
2026-04-08 14:58:29,28.61442,77.20952,492.35,508.32,500.34,25.34,9.97,5.31,0
2026-04-08 14:58:30,28.614425,77.209525,498.37,506.23,502.3,25.26,9.92,5.94,0
2026-04-08 14:58:31,28.61443,77.20953,496.16,491.0,493.58,24.8,10.03,4.41,0
2026-04-08 14:58:32,28.614435,77.209535,495.65,496.22,495.94,25.13,10.0,4.45,0
2026-04-08 14:58:33,28.61444,77.20954,490.8,508.81,499.81,24.77,10.01,5.68,0
2026-04-08 14:58:34,28.614445,77.209545,505.69,503.65,504.67,25.12,10.0,4.26,0
2026-04-08 14:58:35,28.61445,77.20955,494.89,492.39,493.64,25.42,10.02,5.04,0
2026-04-08 14:58:36,28.614455,77.209555,501.52,501.24,501.38,25.38,10.07,4.35,0
2026-04-08 14:58:37,28.61446,77.20956,491.25,500.13,495.69,24.72,9.94,4.38,0
2026-04-08 14:58:38,28.614465,77.209565,497.61,506.54,502.08,24.65,9.95,5.8,0
2026-04-08 14:58:39,28.61447,77.20957,507.55,499.02,503.29,25.03,9.97,5.77,0
2026-04-08 14:58:40,28.614475,77.209575,501.19,490.11,495.65,24.73,10.0,5.1,0
2026-04-08 14:58:41,28.61448,77.20958,506.93,494.11,500.52,25.17,9.95,4.41,0
2026-04-08 14:58:42,28.614485,77.209585,501.03,506.07,503.55,24.5,9.94,5.61,0
2026-04-08 14:58:43,28.61449,77.20959,495.3,500.65,497.98,24.62,9.94,4.21,0
2026-04-08 14:58:44,28.614495,77.209595,509.58,490.19,499.88,24.83,10.0,4.96,0
2026-04-08 14:58:45,28.6145,77.2096,494.55,505.42,499.99,24.82,9.92,5.38,0
2026-04-08 14:58:46,28.614505,77.209605,494.65,498.01,496.33,24.86,10.07,4.8,0
2026-04-08 14:58:47,28.61451,77.20961,491.63,498.67,495.15,25.18,10.03,4.28,0
2026-04-08 14:58:48,28.614515,77.209615,494.01,509.73,501.87,24.98,10.06,4.8,0
2026-04-08 14:58:49,28.61452,77.20962,507.16,496.44,501.8,24.55,9.96,4.38,0
2026-04-08 14:58:50,28.614525,77.209625,490.82,506.69,498.76,25.35,10.03,4.85,0
2026-04-08 14:58:51,28.61453,77.20963,502.29,508.47,505.38,24.99,10.02,4.54,0
2026-04-08 14:58:52,28.614535,77.209635,499.7,501.54,500.62,24.74,10.03,5.22,0
2026-04-08 14:58:53,28.61454,77.20964,497.63,498.36,497.99,24.57,10.08,5.98,0
2026-04-08 14:58:54,28.614545,77.209645,492.81,506.21,499.51,24.64,10.05,4.72,0
2026-04-08 14:58:55,28.61455,77.20965,502.74,491.91,497.32,24.93,9.94,4.54,0
2026-04-08 14:58:56,28.614555,77.209655,503.18,505.18,504.18,24.61,10.04,5.41,0
2026-04-08 14:58:57,28.61456,77.20966,503.31,509.39,506.35,25.06,9.96,5.74,0
2026-04-08 14:58:58,28.614565,77.209665,490.71,506.91,498.81,25.33,9.97,5.49,0
2026-04-08 14:58:59,28.61457,77.20967,496.41,498.59,497.5,25.19,10.05,4.04,0
2026-04-08 14:59:00,28.614575,77.209675,491.62,503.5,497.56,24.75,10.01,4.83,0
2026-04-08 14:59:01,28.61458,77.20968,501.47,492.76,497.11,25.27,10.09,5.75,0
2026-04-08 14:59:02,28.614585,77.209685,504.03,500.11,502.07,25.25,10.07,4.61,0
2026-04-08 14:59:03,28.61459,77.20969,491.11,497.89,494.5,25.07,10.05,5.58,0
2026-04-08 14:59:04,28.614595,77.209695,505.19,496.47,500.83,25.46,10.02,4.5,0
2026-04-08 14:59:05,28.6146,77.2097,508.59,500.88,504.74,25.21,10.05,5.62,0
2026-04-08 14:59:06,28.614605,77.209705,502.35,492.66,497.5,24.75,10.03,5.09,0
2026-04-08 14:59:07,28.61461,77.20971,504.27,491.1,497.69,24.95,10.04,4.12,0
2026-04-08 14:59:08,28.614615,77.209715,492.28,503.69,497.99,24.57,9.99,5.23,0
2026-04-08 14:59:09,28.61462,77.20972,492.51,494.98,493.75,24.84,10.04,5.13,0
2026-04-08 14:59:10,28.614625,77.209725,490.53,490.08,490.3,24.79,9.98,5.68,0
2026-04-08 14:59:11,28.61463,77.20973,500.8,493.88,497.34,25.43,10.07,4.84,0
2026-04-08 14:59:12,28.614635,77.209735,508.28,501.2,504.74,24.8,10.0,5.77,0
2026-04-08 14:59:13,28.61464,77.20974,499.2,505.28,502.24,24.59,10.05,4.7,0
2026-04-08 14:59:14,28.614645,77.209745,492.02,496.9,494.46,24.6,9.98,4.38,0
2026-04-08 14:59:15,28.61465,77.20975,495.91,501.43,498.67,25.41,9.9,4.52,0
2026-04-08 14:59:16,28.614655,77.209755,505.41,495.11,500.26,24.69,10.0,5.83,0
2026-04-08 14:59:17,28.61466,77.20976,499.86,490.65,495.26,24.67,9.98,5.81,0
2026-04-08 14:59:18,28.614665,77.209765,496.12,491.69,493.9,25.17,10.09,5.8,0
2026-04-08 14:59:19,28.61467,77.20977,506.28,500.68,503.48,25.1,9.97,4.9,0
2026-04-08 14:59:20,28.614675,77.209775,500.2,491.3,495.75,24.53,10.01,5.7,0
2026-04-08 14:59:21,28.61468,77.20978,502.93,497.37,500.15,24.55,10.06,5.15,0
2026-04-08 14:59:22,28.614685,77.209785,492.19,491.5,491.85,25.07,9.92,5.0,0
2026-04-08 14:59:23,28.61469,77.20979,501.87,497.36,499.61,24.89,9.99,5.2,0
2026-04-08 14:59:24,28.614695,77.209795,491.74,493.19,492.46,24.85,10.08,4.43,0
2026-04-08 14:59:25,28.6147,77.2098,491.59,503.32,497.46,24.87,9.94,5.84,0
2026-04-08 14:59:26,28.614705,77.209805,494.21,508.94,501.58,24.55,9.91,4.81,0
2026-04-08 14:59:27,28.61471,77.20981,506.64,502.26,504.45,24.84,10.01,5.88,0
2026-04-08 14:59:28,28.614715,77.209815,500.31,491.38,495.85,24.98,10.04,4.74,0
2026-04-08 14:59:29,28.61472,77.20982,490.2,497.94,494.07,24.91,9.96,4.15,0
2026-04-08 14:59:30,28.614725,77.209825,504.25,501.8,503.02,24.54,10.02,4.45,0
2026-04-08 14:59:31,28.61473,77.20983,490.74,493.31,492.02,25.11,10.1,5.96,0
2026-04-08 14:59:32,28.614735,77.209835,495.7,491.23,493.46,25.39,10.01,4.78,0
2026-04-08 14:59:33,28.61474,77.20984,508.75,497.93,503.34,25.3,9.99,4.34,0
2026-04-08 14:59:34,28.614745,77.209845,505.4,505.07,505.23,25.24,9.96,4.74,0
2026-04-08 14:59:35,28.61475,77.20985,499.33,500.43,499.88,25.19,10.04,5.21,0
2026-04-08 14:59:36,28.614755,77.209855,494.26,491.69,492.98,25.45,9.91,4.42,0
2026-04-08 14:59:37,28.61476,77.20986,503.36,509.12,506.24,24.53,9.92,4.86,0
2026-04-08 14:59:38,28.614765,77.209865,506.84,496.62,501.73,25.01,9.93,4.47,0
2026-04-08 14:59:39,28.61477,77.20987,498.11,500.89,499.5,25.32,9.93,5.97,0
2026-04-08 14:59:40,28.614775,77.209875,491.19,491.28,491.23,25.05,10.09,4.64,0
2026-04-08 14:59:41,28.61478,77.20988,492.78,500.1,496.44,25.46,10.09,5.76,0
2026-04-08 14:59:42,28.614785,77.209885,502.57,507.71,505.14,24.64,9.93,4.57,0
2026-04-08 14:59:43,28.61479,77.20989,500.7,498.27,499.48,24.88,9.96,5.31,0
2026-04-08 14:59:44,28.614795,77.209895,491.48,492.99,492.23,24.56,10.03,4.03,0
2026-04-08 14:59:45,28.6148,77.2099,504.57,495.09,499.83,25.0,9.99,5.47,0
2026-04-08 14:59:46,28.614805,77.209905,508.78,499.68,504.23,24.84,9.98,4.65,0
2026-04-08 14:59:47,28.61481,77.20991,503.71,492.78,498.25,25.4,9.93,5.79,0
2026-04-08 14:59:48,28.614815,77.209915,491.17,507.21,499.19,24.64,10.09,5.13,0
2026-04-08 14:59:49,28.61482,77.20992,492.61,506.04,499.32,25.0,9.94,5.01,0
2026-04-08 14:59:50,28.614825,77.209925,504.34,502.84,503.59,25.3,9.91,5.7,0
2026-04-08 14:59:51,28.61483,77.20993,503.39,508.96,506.18,24.84,9.93,5.08,0
2026-04-08 14:59:52,28.614835,77.209935,497.61,501.94,499.78,25.42,9.93,5.23,0
2026-04-08 14:59:53,28.61484,77.20994,506.89,502.39,504.64,25.36,10.08,5.82,0
2026-04-08 14:59:54,28.614845,77.209945,492.71,499.27,495.99,24.6,9.93,5.05,0
2026-04-08 14:59:55,28.61485,77.20995,496.83,505.7,501.26,24.96,10.09,4.27,0
2026-04-08 14:59:56,28.614855,77.209955,501.86,494.32,498.09,25.15,9.92,5.82,0
2026-04-08 14:59:57,28.61486,77.20996,502.86,491.74,497.3,24.81,9.91,4.59,0
2026-04-08 14:59:58,28.614865,77.209965,497.77,505.48,501.63,24.88,9.93,5.47,0
2026-04-08 14:59:59,28.61487,77.20997,506.27,501.44,503.85,25.16,9.99,4.28,0
2026-04-08 15:00:00,28.614875,77.209975,490.5,508.56,499.53,24.71,9.92,5.04,0
2026-04-08 15:00:01,28.61488,77.20998,499.9,508.44,504.17,25.01,10.05,4.03,0
2026-04-08 15:00:02,28.614885,77.209985,500.12,498.38,499.25,25.03,10.09,4.62,0
2026-04-08 15:00:03,28.61489,77.20999,506.93,492.97,499.95,25.36,9.92,5.56,0
2026-04-08 15:00:04,28.614895,77.209995,490.91,507.42,499.16,24.99,10.06,4.62,0
2026-04-08 15:00:05,28.6149,77.21,499.99,492.75,496.37,24.68,10.07,4.37,0
2026-04-08 15:00:06,28.614905,77.210005,490.0,506.63,498.31,25.07,9.99,4.78,0
2026-04-08 15:00:07,28.61491,77.21001,494.06,494.26,494.16,24.75,9.91,4.09,0
2026-04-08 15:00:08,28.614915,77.210015,496.73,509.26,502.99,25.37,10.03,4.01,0
2026-04-08 15:00:09,28.61492,77.21002,503.59,495.52,499.55,25.38,9.93,5.31,0
2026-04-08 15:00:10,28.614925,77.210025,497.35,496.57,496.96,25.23,9.98,5.6,0
2026-04-08 15:00:11,28.61493,77.21003,503.64,499.06,501.35,24.52,10.0,5.87,0
2026-04-08 15:00:12,28.614935,77.210035,490.67,503.18,496.93,24.54,9.97,5.35,0
2026-04-08 15:00:13,28.61494,77.21004,509.42,506.93,508.17,25.1,10.05,5.49,0
2026-04-08 15:00:14,28.614945,77.210045,496.73,491.53,494.13,24.99,10.09,5.2,0
2026-04-08 15:00:15,28.61495,77.21005,491.57,495.63,493.6,24.98,9.96,4.06,0
2026-04-08 15:00:16,28.614955,77.210055,503.67,507.26,505.46,24.76,10.02,5.07,0
2026-04-08 15:00:17,28.61496,77.21006,493.44,504.56,499.0,25.45,10.07,4.05,0
2026-04-08 15:00:18,28.614965,77.210065,499.61,492.9,496.25,24.78,10.07,5.62,0
2026-04-08 15:00:19,28.61497,77.21007,490.53,504.12,497.32,24.6,9.91,4.11,0
2026-04-08 15:00:20,28.614975,77.210075,490.75,503.71,497.23,25.23,9.95,4.87,0
2026-04-08 15:00:21,28.61498,77.21008,503.1,505.06,504.08,25.03,10.08,5.59,0
2026-04-08 15:00:22,28.614985,77.210085,490.34,507.22,498.78,25.26,10.05,4.78,0
2026-04-08 15:00:23,28.61499,77.21009,501.02,492.38,496.7,25.19,9.93,5.09,0
2026-04-08 15:00:24,28.614995,77.210095,493.34,493.79,493.56,25.46,10.04,4.39,0
2026-04-08 15:00:25,28.615,77.2101,499.04,500.42,499.73,24.91,9.96,5.92,0
2026-04-08 15:00:26,28.615005,77.210105,507.27,502.17,504.72,25.49,9.95,4.68,0
2026-04-08 15:00:27,28.61501,77.21011,497.71,495.27,496.49,24.71,10.09,5.1,0
2026-04-08 15:00:28,28.615015,77.210115,498.28,493.5,495.89,24.63,10.09,5.72,0
2026-04-08 15:00:29,28.61502,77.21012,492.43,490.11,491.27,24.72,9.95,4.86,0
2026-04-08 15:00:30,28.615025,77.210125,491.85,509.17,500.51,25.12,9.91,4.05,0
2026-04-08 15:00:31,28.61503,77.21013,497.79,504.5,501.14,24.55,9.99,4.03,0
2026-04-08 15:00:32,28.615035,77.210135,504.89,503.78,504.34,25.04,9.92,4.12,0
2026-04-08 15:00:33,28.61504,77.21014,495.48,491.04,493.26,25.44,10.0,4.38,0
2026-04-08 15:00:34,28.615045,77.210145,499.99,493.45,496.72,25.07,10.01,5.3,0
2026-04-08 15:00:35,28.61505,77.21015,495.12,501.28,498.2,24.63,10.01,5.92,0
2026-04-08 15:00:36,28.615055,77.210155,505.45,495.49,500.47,25.27,10.09,5.17,0
2026-04-08 15:00:37,28.61506,77.21016,507.9,492.08,499.99,25.19,9.94,4.75,0
2026-04-08 15:00:38,28.615065,77.210165,503.0,492.24,497.62,25.27,10.09,5.67,0
2026-04-08 15:00:39,28.61507,77.21017,508.45,492.65,500.55,24.82,10.06,5.33,0
2026-04-08 15:00:40,28.615075,77.210175,496.37,505.55,500.96,24.62,10.1,4.96,0
2026-04-08 15:00:41,28.61508,77.21018,503.19,497.83,500.51,24.91,9.93,5.97,0
2026-04-08 15:00:42,28.615085,77.210185,503.82,492.96,498.39,25.17,10.02,4.41,0
2026-04-08 15:00:43,28.61509,77.21019,492.34,509.01,500.68,24.93,10.09,5.11,0
2026-04-08 15:00:44,28.615095,77.210195,496.67,501.19,498.93,24.64,10.01,4.37,0
2026-04-08 15:00:45,28.6151,77.2102,503.97,506.13,505.05,24.78,10.02,5.6,0
2026-04-08 15:00:46,28.615105,77.210205,508.62,507.63,508.12,25.08,10.07,5.34,0
2026-04-08 15:00:47,28.61511,77.21021,498.58,507.38,502.98,25.23,9.99,5.74,0
2026-04-08 15:00:48,28.615115,77.210215,508.08,492.36,500.22,24.67,9.92,5.76,0
2026-04-08 15:00:49,28.61512,77.21022,494.82,508.6,501.71,24.86,10.07,5.8,0
2026-04-08 15:00:50,28.615125,77.210225,494.0,500.78,497.39,24.99,10.07,5.26,0
2026-04-08 15:00:51,28.61513,77.21023,506.49,496.02,501.25,24.52,9.98,4.15,0
2026-04-08 15:00:52,28.615135,77.210235,494.97,509.81,502.39,25.08,10.1,4.61,0
2026-04-08 15:00:53,28.61514,77.21024,493.57,502.25,497.91,25.31,10.08,5.1,0
2026-04-08 15:00:54,28.615145,77.210245,507.3,496.11,501.7,25.13,9.91,4.07,0
2026-04-08 15:00:55,28.61515,77.21025,491.66,506.23,498.94,25.27,9.98,4.96,0
2026-04-08 15:00:56,28.615155,77.210255,494.09,494.17,494.13,25.03,9.97,4.41,0
2026-04-08 15:00:57,28.61516,77.21026,498.0,499.72,498.86,25.32,9.98,5.16,0
2026-04-08 15:00:58,28.615165,77.210265,506.8,507.17,506.99,24.71,9.93,4.93,0
2026-04-08 15:00:59,28.61517,77.21027,493.92,507.38,500.65,24.72,9.91,4.52,0
2026-04-08 15:01:00,28.615175,77.210275,498.28,501.83,500.06,25.22,10.07,4.08,0
2026-04-08 15:01:01,28.61518,77.21028,508.1,492.74,500.42,24.93,9.92,5.99,0
2026-04-08 15:01:02,28.615185,77.210285,490.19,508.97,499.58,25.44,10.0,4.34,0
2026-04-08 15:01:03,28.61519,77.21029,509.22,506.05,507.63,25.12,9.93,4.26,0
2026-04-08 15:01:04,28.615195,77.210295,502.26,495.96,499.11,24.71,10.09,5.4,0
2026-04-08 15:01:05,28.6152,77.2103,490.23,506.01,498.12,24.97,9.91,5.14,0
2026-04-08 15:01:06,28.615205,77.210305,509.86,494.45,502.16,24.82,9.97,5.98,0
2026-04-08 15:01:07,28.61521,77.21031,492.8,501.69,497.25,25.15,10.0,4.69,0
2026-04-08 15:01:08,28.615215,77.210315,490.17,508.78,499.47,25.1,10.01,5.11,0
2026-04-08 15:01:09,28.61522,77.21032,498.51,505.2,501.85,24.72,10.09,5.43,0
2026-04-08 15:01:10,28.615225,77.210325,506.07,493.64,499.85,24.96,9.99,5.17,0
2026-04-08 15:01:11,28.61523,77.21033,506.75,498.9,502.83,25.32,9.92,5.02,0
2026-04-08 15:01:12,28.615235,77.210335,509.81,491.52,500.67,25.1,9.9,4.86,0
2026-04-08 15:01:13,28.61524,77.21034,504.35,504.16,504.25,24.9,9.93,4.36,0
2026-04-08 15:01:14,28.615245,77.210345,491.22,499.7,495.46,24.78,9.9,4.53,0
2026-04-08 15:01:15,28.61525,77.21035,500.81,500.76,500.79,24.89,10.0,5.82,0
2026-04-08 15:01:16,28.615255,77.210355,495.32,492.4,493.86,24.51,10.05,4.6,0
2026-04-08 15:01:17,28.61526,77.21036,506.83,492.77,499.8,25.1,9.99,5.2,0
2026-04-08 15:01:18,28.615265,77.210365,490.97,500.98,495.97,25.11,10.04,5.97,0
2026-04-08 15:01:19,28.61527,77.21037,491.45,499.59,495.52,24.81,9.95,4.99,0
2026-04-08 15:01:20,28.615275,77.210375,501.47,493.12,497.29,24.54,10.09,4.52,0
2026-04-08 15:01:21,28.61528,77.21038,493.55,492.1,492.83,25.19,9.93,5.73,0
2026-04-08 15:01:22,28.615285,77.210385,498.48,509.51,504.0,24.82,9.93,4.03,0
2026-04-08 15:01:23,28.61529,77.21039,491.83,494.96,493.39,24.57,10.03,5.93,0
2026-04-08 15:01:24,28.615295,77.210395,503.64,502.5,503.07,25.27,9.95,4.94,0
2026-04-08 15:01:25,28.6153,77.2104,501.57,499.08,500.32,25.25,9.92,5.53,0
